country,name,description
cyprus,Clindatrix,"ClinDatrix, Inc. is a privately held, full-service CRO founded in 2002 to help drug and medical device innovators advance their therapeutic products toward regulatory approval.Over the past decade, ClinDatrix has grown to offer contract research expertise from preclinical development guidance through regulatory filings and post-marketing studies. We continue to work primarily with small to mid-sized companies, a subset of innovators we know and serve very well. We also are a reliable resource to large pharma and medical device companies seeking to outsource specialized tasks for timely completion.ClinDatrix is committed to providing world class, full service clinical research capabilities to the biotechnology, medical device and pharmaceutical industries.Partnering with our clients, we use a personalized approach to apply knowledge and experience to the goals of managing, monitoring, collecting, validating, analyzing, reporting and delivering quality clinical data with efficiency and accuracy.Known for quality, integrity, flexibility, knowledge and experience, ClinDatrix is a trusted service provider in clinical research, medical safety, data management, statistical analyses, regulatory affairs and quality assurance. ClinDatrix has established a strong reputation as a CRO made up of committed professionals who understand the technical requirements, business considerations and regulatory parameters of the pharmaceutical, biotechnology and medical device industries. Moreover, we combine teamwork and efficiency with a single-minded focus on customer satisfaction to address each of our client's specific needs.ClinDatrix hires and engages clinical, medical safety, data, statistical and regulatory personnel who are technically and clinically knowledgeable and who have relevant, hands-on experience in clinical product development. As a result, the ClinDatrix team offers broad experience from across the biotechnology, pharmaceutical and medical device industries.Our skilled and talented team members are among the finest of CRO practitioners. They use best practices to achieve successful results for clinical investigations of all levels of size, complexity and scope. Beyond being leaders in their respective disciplines, our personnel are trained in ClinDatrix systems and processes and cross-trained in other functions to enhance their overall knowledge and experience of the clinical development process. "
cyprus,Covance,"Covance Inc., a global contract research organization (CRO), is the world’s most comprehensive drug development company.Covance Inc., the drug development business of LabCorp®, is the world’s most comprehensive drug development company, dedicated to advancing healthcare and delivering Solutions Made Real®. Our unique perspectives, built from decades of scientific expertise and precision delivery of the largest volume of drug development data in the world, along with our innovative technology solutions, help our clients identify new approaches and anticipate tomorrow’s challenges as they evolve. Together with our clients, Covance transforms today’s healthcare challenges into tomorrow’s solutions. We also offer laboratory testing services to the chemical/agrochemical industries and are a market leader in toxicology services, central laboratory services, discovery services and a top global provider of Phase III clinical trial management services. "
czech_republic,Certus International,"Certus' mission is to provide outstanding quality and high value clinical trial management, monitoring, data management, regulatory, biostatistical, writing and imaging core lab services within the pharmaceutical, medical device, imaging (MRI, CT, X-ray, PET, Ultrasound) , PET Biomarkers, nutraceuticals and related industries; and to be flexible and responsive in meeting our clients' needs; and produce measurable results.Certus' vision is to center our unified contract research organization and imaging core lab via a strong, positive presence in research that impacts the world’s communities. By being open and responsive to change, we aim to provide high quality services to the industry, while promoting ethical values shared among employees, creating a sound, evolving organization, and producing results that meet or go above and beyond our customers’ expectations. "
czech_republic,Cropha CRO,"CROPHA is an innovative and unique Contract Research Organization (CRO) geared to raising the quality and investment value of Clinical Research Associates (CRAs) for the benefit of pharmaceutical and biotechnology companies and other CROs. Crown CRO provides services in the pharmaceutical, biotechnology, functional food and medical device sectors, as well as to other contract research organizations. Our services also cover quality assurance, pharmacovigilance, regulatory, and translation services. "
czech_republic,Noblewell,"Noblewell is a medium size CRO company. We primarily operate in CEE (Central and Eastern European) region of the European Union, thus enabling our clients to access millions of potential subjects. "
czech_republic,Prodia The CRO,"Prodia the CRO is a Contract Research Organization (CRO) based in Indonesia which provides GCP-based Clinical Trial supports through our integrated and wide range of services.Prodia the CRO has accumulated many experiences providing services to local as well as multinational companies with commitment to reach quality through qualified and dedicated resources. It provides customers in GCP trials with competitive cost, firm timeliness, high compliance to ICH-GCP guidelines. "
czech_republic,Signant Health,"The best technology succeeds in the background. Signant Health provides solutions that simplify every step of the patient journey to make it easier for people to participate in, and for sites and study teams to run, clinical trials. Signant unites eCOA, eConsent, Patient Engagement, IRT, Clinical Supplies and Endpoint Quality into the industry’s most comprehensive patient-centric suite – an evolution built on more than 20 years of proven clinical research technology. Our intense focus on the patient experience, deep therapeutic area expertise and global operational scale enable hundreds of sponsors and CROs (including all Top 20 pharma) to extend the reach of drug development, expand patient opportunities and improve data quality – helping them bring life-changing therapies to our families and communities around the world. "
denmark,BIOP,The Bioimaging and Optics platform (BIOP) is located in the faculty of Life Science (SV) at the Ecole Polytechnique Fédérale de Lausanne (EPFL) and part of a network of core facilities at the faculty. The general idea of the platform is to provide instruments and even more important expertise to solve challenging (biological) questions with modern light-microscopy. Therefore the BIOP seeks to create a link between life sciences and engineering to investigate jointly these fundamental fields. Teaching and education as well as research projects are organized for promoting a mutual understanding.Currently a broad range of light microscopic techniques ranging from simple wide-field imaging systems over standard point-scanning confocal microscopes up to a high-end 2-Photon-excitation microscope are available at the facility. The main idea is to teach users so that they can use the instruments independently.Additionally there is a strong competence and necessary computer power to perform image processing. The idea is to link the image analysis with the image acquisition as early as possible as this is required to answer ambitious biological questions.The microscopes and the image analysis capabilities can be used from scientists inside the EPFL as well as from visitors.The BIOP is also involved in teaching activities on the master and PhD level. Additionally master projects are offered in conjunction with research groups from the faculty of Life Science (SV) and other faculties as well. 
denmark,Jai Research Foundation (JRF Global),"JRF Global offers comprehensive non clinical GLP research services for regulatory submissions, worldwide.We offer fast, transparent, cost-effective, and hassle-free services in Toxicology, Eco-toxicology, Chemistry, Environmental Fate and Metabolism, and other regulatory testing requirements. Our experienced and knowledgeable scientists have worked with pharmaceutical and biopharmaceutical, agrochemical, specialty chemical, industrial biotech, biocidal, cosmetic, and veterinary products. With locations in India, USA, UK, and Japan, we are the obvious partner-of-choice of over 600 companies for non clinical safety data generation.JRF Global offers integrated services for evaluating products for their chemical properties, eco-toxicological and environmental fate, and mammalian safety. In addition, we also provide regulatory guidance to minimise the testing time and efforts. "
denmark,Pharmahungary,"providing wide range of innovative and cost-effective preclinical pharmacology R&D services focusing on but not limited to cardiovascular (infarction, heart failure, stroke, sepsis, arrhythmias, etc) metabolic diseases (diabetes, dyslipidemia, atherosclerosis, obesity, uremia, etc), renal, and inflammation indications with strong scientific supportclinical R&D services focusing on full management of clinical trials with Medical Devices, Advanced Therapeutic Medicinal Products, Investigator Initiated Trials, and clinical trials that need strong regulatory & scientific support with e.g. sensitive patient populationto manage internal R&D projects to develop new technologies for out-licensing and co-development in the fields of diagnosis and therapy of cardiovascular and metabolic disease "
denmark,Source BioScience Limited,"Source BioScience Limited is an international provider of integrated state of the art Laboratory Services and Products. Headquartered in the UK, with offices in UK, Europe and the USA, Source BioScience is privately held, having been acquired through a public to private transaction led by majority shareholders Harwood Capital LLP and Continental Investment Partners in September of 2016. Source BioScience PLC, was de-listed from the London Stock Exchange upon acquisition. "
egypt,Accelsiors,"Accelsiors is a scientifically-driven CRO committed to serving the needs of its Sponsors with the highest level of quality. We provide a full array of services and pride ourselves on having ready access to treatment naive patient populations. From consulting with you on the optimal design of your protocol to providing a final CSR, and all services in between; we are here to help. "
egypt,ANTAEA Medical Services,"ANTAEA selected its name after the Greek goddess Antaea. According to mythology, she was the one who existed even before the 12 Hellenic Olympic gods, who was the esoteric Mother of all immortal gods and mortal human beings, and helped the world in ages of diseases and starvation.By choosing this name, we wish to express our commitment to the society as well as our desire to help others to enjoy life in good health.By converting our experience and expertise into tangible results, we materialize our commitment and drive to provide tailored, flexible, full-scale clinical trial and bioequivalence study solutions as well as educational activities and consulting services related to clinical research.Our Mission is to provide high quality services to healthcare professionals, both Pharmaceutical and Biotechnology Companies and Physicians.For us at ANTAEA, our priority is to serve our Client. We understand that each client and each project has specific needs and requirements. Our key asset is our flexibility; we don’t only work to make the Client’s goals our goals… we become partners to accomplish the project.Our vision is to be the Regional Leader in the field of contract research services as well as one of the pioneers stepping out to virgin areas. "
egypt,NCRA – (Norwich Clinical Research Associates),"Norwich Clinical Research Associates Ltd. (NCRA) has been providing quality clinical research services since 1994. Our primary product is the completion of clinical research projects accurately and cost effectively. NCRA offers competitively priced clinical research services to the pharmaceutical, medical device and nutraceutical industries. If you are seeking a Contract Research Organization (CRO) highly capable of forwarding your product development objectives, yet flexible enough to meet your changing needs, we believe we are the CRO you need. "
estonia,Mediolanum Cardio Resesarch (MCR),"MCR staff includes full time employees and external collaborators/consultants working on a part-time basis. MCR staff and collaborators are qualfied by titles, professional training and experience in the field of clinical research. Other external monitors working with a not continuative collaboration. "
finland,Crown CRO,"Crown CRO is a privately owned Finnish CRO founded in 2005. Our headquarters is in Espoo, which is located in Finland’s capital city region. Crown CRO provides full service clinical operations or any services related to clinical operations. "
finland,Jai Research Foundation (JRF Global),"JRF Global offers comprehensive non clinical GLP research services for regulatory submissions, worldwide.We offer fast, transparent, cost-effective, and hassle-free services in Toxicology, Eco-toxicology, Chemistry, Environmental Fate and Metabolism, and other regulatory testing requirements. Our experienced and knowledgeable scientists have worked with pharmaceutical and biopharmaceutical, agrochemical, specialty chemical, industrial biotech, biocidal, cosmetic, and veterinary products. With locations in India, USA, UK, and Japan, we are the obvious partner-of-choice of over 600 companies for non clinical safety data generation.JRF Global offers integrated services for evaluating products for their chemical properties, eco-toxicological and environmental fate, and mammalian safety. In addition, we also provide regulatory guidance to minimise the testing time and efforts. "
finland,Mediolanum Cardio Resesarch (MCR),"MCR staff includes full time employees and external collaborators/consultants working on a part-time basis. MCR staff and collaborators are qualfied by titles, professional training and experience in the field of clinical research. Other external monitors working with a not continuative collaboration. "
finland,Source BioScience Limited,"Source BioScience Limited is an international provider of integrated state of the art Laboratory Services and Products. Headquartered in the UK, with offices in UK, Europe and the USA, Source BioScience is privately held, having been acquired through a public to private transaction led by majority shareholders Harwood Capital LLP and Continental Investment Partners in September of 2016. Source BioScience PLC, was de-listed from the London Stock Exchange upon acquisition. "
france,ADDS (Advanced Drug Development Services),"Advanced Drug and Device Services SAS (ADDS) is a leading European Service Provider, contract Research and Safety Organization with offices in France, Czech Republic and Israel.Advanced Drug and Device Services SAS is a member of the Pan European Service Provider : QPS-ADDS Ltd.Having provided services for 17 years to the healthcare industry, ADDS has developed a thorough expertise in some therapeutic areas, developed an in-depth knowledge of regulations in specific territories as well as the latest and best practices: Well-established experience in CNS, Cardiology, Oncology, Orphan Drugs, Medical Devices and Combination Products,Strong know-how and offices in Western and Central Europe, Israel and North Africa Global Safety and Risk Management approach: integrated, proactive and science-based. "
france,Advanced BioScience Laboratories,"ABL provides contract manufacturing and laboratory research services to advance leading vaccines and therapies from clinical development to the commercial market. ABL combines its expertise in translational science together with operational excellence to solve the challenging product development problems that are often faced by our clients as they bring their life-changing technologies to the world.With cGMP facilities located in the U.S. and Europe, ABL is well positioned to provide comprehensive development and manufacturing support for protein and virus production utilizing single-use bioreactor platforms and other disposable technologies. ABL provides our clients with a fully integrated solution that includes cell line and process development, GMP manufacturing, QC release testing and QA/Regulatory support.ABL’s contract research teams have decades of experience with immunoassays, developing custom assays and panels to support human clinical trials and preclinical animal studies. We routinely work with clients to design and run immunogenicity studies, biomarker analyses and other evaluations to better understand the impact of cutting-edge therapies: the mechanism of action, correlates of protection, pharmacokinetic/pharmacodynamics studies and other critical safety and efficacy data.ABL is a subsidiary of the Institut Mérieux, a global organization committed to serving medicine and public health across the globe. "
france,Aepodia,"Aepodia’s history starts in 2007. Spin-out of a top 10 US Pharma Company, Aepodia was created by a group of experts in early-phase clinical development. Since its creation, Aepodia has confirmed its reputation by designing, preparing and conducting more than 90 Projects in healthy volunteers or patients with a strong focus on client’s needs and results outcomes.Aepodia has established solid and effective collaborations with pharmaceutical companies over the world (EU, US, Japan), as well as with biotech companies in Europe.Aepodia experience has continuously grown and the company provides now a full services range covering all steps of a clinical trial. We have built a strong and worldwide reputation in the early clinical drug development sector.The highly experienced management and staff members have background in pharmaceutical development that allows to understand sponsor requirements and challenges and to answer to their needs in an optimal way. Aepodia provides to its clients innovative solutions by combined and adaptive design approaches. The results delivered by Aepodia enable to make valuable, pertinent, and rapid decisions on future development plans, based on robust and high-quality data supported by a lean and flexible organization.Our headquarters are located in Louvain-La-Neuve, Belgium, with offices in Paris-La Défense, France. Thanks to our strategic location in the centre of Europe, we can cover the European phase I units. We support clinical trials in Europe and United-States but we have also easy access to patient’s specific populations through our network. "
france,ASCOPharm,"SCOPHARM and the NOVASCO Group provide full extended services to pharmaceutical and biotechnology companies in Clinical Research and Post Marketing activities.The activity of the CRO is driven by a number of key principles :to work in partner spirit with the members of the pharmaceutical and biomedical industries,to propose a team of experienced professionals, adapted to each project,to guarantee results obtained with quality, scientific and ethical concerns,to provide customised services adapted to needs.Created in 1995, the firm has expanded to a full CRO group. Further detailed information on the group is given in this website.Additional information and financial figures may be provided on direct request. "
france,Cepha,"CEPHA s.r.o. - Center for Pharmacology and Analysis - has been founded in 1992 by a group of scientists with extensive experience in clinical research, pharmacology, statistics, analytical chemistry and regulatory affairs as the first independent, privately held Contract Research Organization (CRO) in former Czechoslovakia.Since early 1993, the company came into operation, CEPHA has established its reputation for conducting high-quality, time and cost effective bioequivalence and bioavailability studies.In May 2000, the company has moved to new facility in Pilsen with 1000 m2 Phase I Clinic, Bioanalytical laboratory and headquarters offices.In May 2004, both the lab and clinical facilities have been enlarged up to 1300 m2 in total.In October 2008, the second clinical unit with 6 hospital beds for Phase I trials was launched.Currently, CEPHA is the leading CRO in the Czech Republic providing a broad range of clinical research services. When you work with us, you enjoy the personal attention of local CRO staff paid to every detail of your project hand-in-hand with the procedures, technologies and reporting of globally oriented company. "
france,EAG Laboratories,"Leveraging Science and Engineering to Accelerate InnovationWhen it comes to understanding the physical structure, chemical properties and performance of advanced materials and integrated circuitry, no other scientific services company offers the breadth of experience, diversity of analytical techniques or technical ingenuity of EAG Laboratories. We deliver multi-disciplinary, problem-solving expertise to help our customers accelerate innovation, ensure quality and safety, and protect intellectual property.The world is experiencing a powerful and rapid convergence of science, technology and commerce. Great scientific minds are driving awe-inspiring commercial initiatives, and companies around the globe are seeking the insight and competitive advantage that advanced science can provide. EAG is at the forefront of this revolution–one that is changing the way products are developed, designed, manufactured and used by millions of people around the planet.Whether you are seeking to speed time-to-market, solve manufacturing problems or ensure regulatory compliance, turn to EAG. We know how to bring the power of science to every phase of your product lifecycle. "
georgia,Biometrix,"Thank you for visiting our website, and for your interest in learning more about our company.Biometrix was founded in 1994, with the goal of providing high quality instrumentation services at a reasonable price to the biotechnology, pharmaceutical and medical devices industries of New England.Over the years we have expanded the depth and range of our expertise so that we can provide our customers with a more comprehensive service offering. Our capabilities include:On-site calibrationCalibration master plan consultingCalibration turnkey program creation and implementationCalibration staffingCommissioningValidationAutoclave cycle development consultingUser requirements specifications consultingValidation staffingWe've also expanded our geographic reach, as we now service small and large calibration and validation projects throughout North America. And for the launching of major biopharmaceutical manufacturing facilities, our commissioning team is able to travel throughout the United States and internationally. We take great pride in providing high quality equipment and systems services for the FDA-regulated environment. We understand how to provide calibration, validation and commissioning in a manner compliant with GMP and your internal quality guidelines "
georgia,Commonwealth Biotechnologies,"Commonwealth Biotechnologies, Inc., was founded in 1992 to provide sophisticated research and development support services on a fee-for-service basis to the global biotechnology and pharmaceutical industry. Since 2004, CBI has pursued a strategy of acquiring or merging with complementary companies that extend its drug discovery capabilities and earnings potential. "
georgia,Cropha CRO,"CROPHA is an innovative and unique Contract Research Organization (CRO) geared to raising the quality and investment value of Clinical Research Associates (CRAs) for the benefit of pharmaceutical and biotechnology companies and other CROs. Crown CRO provides services in the pharmaceutical, biotechnology, functional food and medical device sectors, as well as to other contract research organizations. Our services also cover quality assurance, pharmacovigilance, regulatory, and translation services. "
georgia,Medelis,Medelis is a full service oncology clinical research company. We provide sponsors with a highly-skilled and proactive oncology clinical trial management team to design and manage phase I through phase III oncology trials in North America and Europe. 
germany,Advanced Clinical Services LLC,"Advanced Clinical was founded in 1994 with a very simple goal: to provide staffing and consultation support for Chicagoland pharmaceutical companies. Our senior-level consultants successfully enhanced our clients’ resources for clinical research projects, and before long, a national, 120-year-old, $30B pharmaceutical company requested our services for innovative outsourcing solutions in data management. This event was the genesis of our first CRO service offering.Our evolution continued, and today we have global representation in over 50 countries. Advanced Clinical provides full-service CRO, FSP, Strategic Resourcing and Quality and Validation services. Our employees average 10 years of experience in the life sciences industry and are efficient at utilizing state-of-the-art tools and intelligence. "
germany,AIX Scientifics,"Aix Scientifics is an independent Contract Research Organisation (CRO) consisting of an academic staff with long-term experience in clinical research for new pharmaceutical products and medical devices. Clinical trials are planned, conducted and evaluated based on scientific criteria, which are in accordance with the legal framework, national and international guidelines, and internal SOPs.Aix Scientifics was founded in 1996 in order to perform data capture in the scope of clinical studies by means of the Internet in a time and efforts saving manner. Since about 20 years almost all studies have been performed multi-lingually, based on Internet technique. Now, there are experiences all around the earth.Aix Scientifics will support you to plan and design pre-clinical and clinical research,considering scientific, strategic, regulatory, and logistic aspects,to perform data management in the most efficient and economic manner,to design Case Report Forms (CRF) adapted to the clinical situation,to find individual solutions to ensure data quality effectively,to manage and evaluate the study data statistically, and based on all these, to write reports, publications and assessments. "
germany,Aris Globa,"ArisGlobal is transforming the way today’s most successful Life Sciences companies develop breakthroughs and bring new products to market. Our end-to-end drug development technology platform, LifeSphere®, integrates our proprietary Nava® cognitive computing engine to automate all core functions of the drug development lifecycle. Designed with deep expertise and a long-term perspective that spans more than 30 years, LifeSphere® boosts efficiency, ensures compliance, delivers actionable insights, and lowers total cost of ownership through multi-tenant Software-as-a-Service (SaaS) architecture. "
germany,Ascent Clinical Research Solutions,"Since 2007, Ascent Clinical Research Solutions has been helping pharmaceutical companies transform their ideas and concepts into successful products. We are a highly focused team of professionals who understand how to prepare, manage and conduct clinical trials.Our core activities include but are not limited to Phase I/IIa, Proof of Concept and Bioequivalence studies in numerous patient populations, conducted in dedicated hospital based clinical pharmacology units in Russia and Georgia. "
germany,BioCentrum,"BioCentrum is a privately-owned biotechnology service and product provider. BioCentrum has been established in 2004 and its mission is to create a platform for its clients and partners in order to help them translate innovative discoveries into preclinical candidates with improved chances to reach the market, in the shortest amount of time possible.BioCentrum offers a wide range of preclinical development services including ADME testing and various behavioural studies, covering all the prerequisites needed for initiation of a first administration to humans.ImageBioCentrum also offers services in the field of protein chemistry, and possesses a unique expertise and experience in production of highly purified, active enzymes, inhibitors and other biologically active recombinant proteins. Moreover the company performs contract research as well as produces mouse monoclonal antibodies on a laboratory scale.Due to our numerous associations with scientific institutions, we also offer consulting services in the area of biotechnology.Quality has allowed BioCentrum to build long lasting and successful co-operations with numerous biotechnological companies. "
germany,Biocult BV (The Netherlands),"Biocult is an internationally operating company with 20 years experience in upscaling of monoclonal antibodies. Since Biocult was established in 1992, we have processed over 200 different cell lines including hybridoma’s, transfectoma’s. BHK, CHO and PerC6 cells. Biocult is a flexible company which always respond quickly to your needs and the production of our products is guaranteed by our NEN-EN-ISO 9001:2008 quality system. "
germany,Biostat International,"Biostat International, Inc. is a contract research organization based in Tampa, Florida.For 20 years, BSI has met the needs of device and pharmaceutical companies by providing research services.In 2011, BSI launched rED Cap, a web based electronic data collection system that is 21 CFR compliant and supports HIPAA guidelines.In addition to data management with EDC, we also provide biostatistical and clinical management services. We invite you to browse through our website and learn more about us. "
greece,Covance,"Covance Inc., a global contract research organization (CRO), is the world’s most comprehensive drug development company.Covance Inc., the drug development business of LabCorp®, is the world’s most comprehensive drug development company, dedicated to advancing healthcare and delivering Solutions Made Real®. Our unique perspectives, built from decades of scientific expertise and precision delivery of the largest volume of drug development data in the world, along with our innovative technology solutions, help our clients identify new approaches and anticipate tomorrow’s challenges as they evolve. Together with our clients, Covance transforms today’s healthcare challenges into tomorrow’s solutions. We also offer laboratory testing services to the chemical/agrochemical industries and are a market leader in toxicology services, central laboratory services, discovery services and a top global provider of Phase III clinical trial management services. "
hungary,Accelsiors,"Accelsiors is a scientifically-driven CRO committed to serving the needs of its Sponsors with the highest level of quality. We provide a full array of services and pride ourselves on having ready access to treatment naive patient populations. From consulting with you on the optimal design of your protocol to providing a final CSR, and all services in between; we are here to help. "
hungary,Aepodia,"Aepodia’s history starts in 2007. Spin-out of a top 10 US Pharma Company, Aepodia was created by a group of experts in early-phase clinical development. Since its creation, Aepodia has confirmed its reputation by designing, preparing and conducting more than 90 Projects in healthy volunteers or patients with a strong focus on client’s needs and results outcomes.Aepodia has established solid and effective collaborations with pharmaceutical companies over the world (EU, US, Japan), as well as with biotech companies in Europe.Aepodia experience has continuously grown and the company provides now a full services range covering all steps of a clinical trial. We have built a strong and worldwide reputation in the early clinical drug development sector.The highly experienced management and staff members have background in pharmaceutical development that allows to understand sponsor requirements and challenges and to answer to their needs in an optimal way. Aepodia provides to its clients innovative solutions by combined and adaptive design approaches. The results delivered by Aepodia enable to make valuable, pertinent, and rapid decisions on future development plans, based on robust and high-quality data supported by a lean and flexible organization.Our headquarters are located in Louvain-La-Neuve, Belgium, with offices in Paris-La Défense, France. Thanks to our strategic location in the centre of Europe, we can cover the European phase I units. We support clinical trials in Europe and United-States but we have also easy access to patient’s specific populations through our network. "
hungary,Argint International Clinical Research and Development Services (Argint),"Argint International Clinical Research and Development Services (Argint) is recognized as a leading regional CRO, providing clinical research services throughout Europe, but with a primary focus on Central and South Eastern Europe (CEE). Argint is focused on providing tailor made full-service solutions to small and medium sized biotech companies, partnering clients as they bring their drug candidates or devices into the clinical phase. Argint supports the planning and execution of our client’s development programs: from initial consultancy through phase I, POC and larger phase II and phase III studies. We provide a ‘one-stop shop’ for all clinical outsourcing needs in Europe.In September 2018, Argint joined Precision for Medicine, part of Precision Medicine Group, with more than 1,450 employees in 25 locations in the US, Canada, and Europe. Precision’s integrated set of capabilities across global clinical trial execution, sophisticated biomarker and specialty lab solutions will now be available to Argint’s clients to help address the many unique and complex challenges of bringing an innovative drug to market. In addition, by leveraging Precision’s extensive North American clinical trials footprint, Argint clients will now be able to conduct clinical trials in regions not previously available.Together, Precision and Argint create a unique, fully-integrated solution to support the critical needs of emerging clients throughout Europe and North America in the rapidly-growing precision medicine space. "
hungary,Aris Globa,"ArisGlobal is transforming the way today’s most successful Life Sciences companies develop breakthroughs and bring new products to market. Our end-to-end drug development technology platform, LifeSphere®, integrates our proprietary Nava® cognitive computing engine to automate all core functions of the drug development lifecycle. Designed with deep expertise and a long-term perspective that spans more than 30 years, LifeSphere® boosts efficiency, ensures compliance, delivers actionable insights, and lowers total cost of ownership through multi-tenant Software-as-a-Service (SaaS) architecture. "
hungary,ClinAudits,"ClinAudits assists clients in the pharmaceutical, biotechnology, biologics, gene therapy, tissue engineering, and medical device industries to meet FDA and other regulatory agencies compliance requirements, both domestically and internationally.We are a highly specialized, independent, third party provider of Good Clinical Practices (GCP), Good Laboratory Practices (GLP), Good Manufacturing Practices (GMP), PV (pharmacovigilance/drug safety), Good Distribution Practices (GDP), REMS (Risk Evaluation and Migitation Strategy) and Good Tissue Practices (GTP) auditing and consulting.Quality assurance auditing, specifically in clinical and laboratory practices and critical path manufacturing processes, is essential to achieving 100% compliance during development from Preclinical to Phase IV through commercialization. The ClinAudits team of subject matter experts provides best practices to help you confidently and effectively accomplish your objectives.As a global, independent and unbiased third party consultant, ClinAudits has unsurpassed auditing credentials. ClinAudits operates within the regulations and guidelines set forth by the FDA and other governmental authorities whose role is to ensure that products authorized for marketing have been produced to exacting standards in terms of manufacturing and production, field-proven efficacy and patient safety.ClinAudits has been awarded a Women-Owned Business Enterprise certification. "
hungary,Cropha CRO,"CROPHA is an innovative and unique Contract Research Organization (CRO) geared to raising the quality and investment value of Clinical Research Associates (CRAs) for the benefit of pharmaceutical and biotechnology companies and other CROs. Crown CRO provides services in the pharmaceutical, biotechnology, functional food and medical device sectors, as well as to other contract research organizations. Our services also cover quality assurance, pharmacovigilance, regulatory, and translation services. "
india,Aagami,"Aagami, Inc. is a life sciences consulting firm based in the suburbs of Chicago which offers,Strategic Consulting ServicesBusiness Development support in regions where you are unable to reach out due to bandwidthTechnology Licensing ServicesBusiness Research & Market Intelligence ServicesFor Global companies inPharmaBiotechMedical Devices & TechnologyConsumer HealthcareCROs, CDMOs, & AcademiaAagami brings,Deep Experience of overcoming business and socio-cultural differences of various countriesExtensive ‘C’ level network nurtured for over 15 yearsGlobal Deal making skills, honed for decadesPartners having combined experience of 250+ yearsSupplementing your bandwidth to save time, effort & cost "
india,Accelsiors,"Accelsiors is a scientifically-driven CRO committed to serving the needs of its Sponsors with the highest level of quality. We provide a full array of services and pride ourselves on having ready access to treatment naive patient populations. From consulting with you on the optimal design of your protocol to providing a final CSR, and all services in between; we are here to help. "
india,ACM Global Laboratories,"Since 1975, ACM Global Laboratories has been a recognized leader in both medical diagnostic and global clinical trial testing services. With wholly owned facilities in New York, England, Shanghai China, Mumbai India and Singapore, we operate in more than 65 countries around the globe. Our full-time staff of laboratory experts performs more than 30 million tests annually, spanning all medical disciplines including pathology, microbiology, molecular diagnostics, toxicology and more. "
india,Actimus Bio,"Actimus Biosciences as a knowledge based CRO, was established in the year 2005. The facilities are located in Visakhapatnam, Andhra Pradesh, India. We pride ourselves by providing most reliable and quality services to pharmaceutical companies in their pursuit of efficient drug development which can be translated to better and affordable patient treatments. Our innovative approaches to the Sponsors’ needs make us unique among the CROs.Led by a management team of highly committed, qualified & experienced industry leaders, we have been relentlessly supporting biotech and pharmaceutical companies around the world in their pursuit of drug development. "
india,APCER Life Sciences,"APCER Life Sciences is committed to improving health in partnership with its clients. We bring together safety, medical, regulatory, and technology resources to ensure that patients receive the safest, most effective therapies possible.To achieve this mission, we’ve built a strong foundation. Our global infrastructure of scientific and medical experts, supported by integrated processes and regulatory-compliant technology systems, has proven to be responsive and scalable through exponential growth since our founding in 2007. "
india,Aris Globa,"ArisGlobal is transforming the way today’s most successful Life Sciences companies develop breakthroughs and bring new products to market. Our end-to-end drug development technology platform, LifeSphere®, integrates our proprietary Nava® cognitive computing engine to automate all core functions of the drug development lifecycle. Designed with deep expertise and a long-term perspective that spans more than 30 years, LifeSphere® boosts efficiency, ensures compliance, delivers actionable insights, and lowers total cost of ownership through multi-tenant Software-as-a-Service (SaaS) architecture. "
indonesia,Prohealth,"We are a state-of-the-art endocrinology office with an in-house DXA machine. We attend to patients on a referral basis. Bone health is evaluated and monitored annually. We also conduct bone density assessments for pre- and post-bone marrow transplant patients. Our endocrinologists also attend to various endocrine disorders, such as thyroid abnormalities, pituitary adenomas, diabetes, etc. "
ireland,Aris Globa,"ArisGlobal is transforming the way today’s most successful Life Sciences companies develop breakthroughs and bring new products to market. Our end-to-end drug development technology platform, LifeSphere®, integrates our proprietary Nava® cognitive computing engine to automate all core functions of the drug development lifecycle. Designed with deep expertise and a long-term perspective that spans more than 30 years, LifeSphere® boosts efficiency, ensures compliance, delivers actionable insights, and lowers total cost of ownership through multi-tenant Software-as-a-Service (SaaS) architecture. "
ireland,Cropha CRO,"CROPHA is an innovative and unique Contract Research Organization (CRO) geared to raising the quality and investment value of Clinical Research Associates (CRAs) for the benefit of pharmaceutical and biotechnology companies and other CROs. Crown CRO provides services in the pharmaceutical, biotechnology, functional food and medical device sectors, as well as to other contract research organizations. Our services also cover quality assurance, pharmacovigilance, regulatory, and translation services. "
ireland,ICTS,ICTS is a clinical trials support company that specializes in achieving superior results in research studies by building and maintaining stronger connections throughout the entire clinical trial process. Our innovative and customized communication models provide the foundation for higher quality data and results. 
ireland,WCCT Global,"Clinical Expertise to Fuel Your StudyAs a CRO specialized in early clinical development, we offer clinical trial services, overnight observation capabilities at our Phase 1 clinical site, and regulatory support. We utilize a collaborative approach which centers on taking your product to the next stage of development. WCCT is committed to serving as an end-to-end solution for early clinical development. Therefore, we have geared all of our personnel, processes, partnerships, and vendors to suit the specific needs of early phase clinical trials:Regulatory expertise for complex and specialty trial designsProject Managers with extensive background in Phase 1 trialsSafety Reference Laboratory with 24/7 availabilityDedicated Recruitment Department with proven retention programs "
