country,name,description
south_africa,Andurihl Medical Writing CC,"CMOCRO.com is a PharmaCircle company that provides a free listing of service companies within the pharmaceutical, biotechnology, diagnostic and medical device industries around the globe. The company profile information covers the full spectrum of service, product and technology categories from discovery and precilinical to clinical development and manufacturing services. Currently there are 26 top service and 4500+ sub service categories, along with facility, equipment, regulatory/inspection status information. Please contact CMOCRO.com to be included within the directory at no charge. "
south_africa,Covance,"Covance Inc., a global contract research organization (CRO), is the world’s most comprehensive drug development company.Covance Inc., the drug development business of LabCorp®, is the world’s most comprehensive drug development company, dedicated to advancing healthcare and delivering Solutions Made Real®. Our unique perspectives, built from decades of scientific expertise and precision delivery of the largest volume of drug development data in the world, along with our innovative technology solutions, help our clients identify new approaches and anticipate tomorrow’s challenges as they evolve. Together with our clients, Covance transforms today’s healthcare challenges into tomorrow’s solutions. We also offer laboratory testing services to the chemical/agrochemical industries and are a market leader in toxicology services, central laboratory services, discovery services and a top global provider of Phase III clinical trial management services. "
south_africa,Ora Clinical,"Ora is the world’s leading full-service ophthalmology CRO and product development firm with offices in the United States, the United Kingdom and Japan. Over the past 40 years, we helped our clients obtain 46 approved and marketed products. We support a wide array of organizations, from start-ups to global pharmaceutical and device companies, to efficiently bring new products from concept to market. Ora’s long standing focus in ophthalmology is unique and so is our passion for innovation. This dedication to science has helped us refine and improve the efficiency of research with proven pre-clinical and clinical models, powerful technology-based methods and regulatory strategies across thousands of projects. "
south_africa,Quartesian,"Quartesian LLC was formed in January 2003 and is headquartered in Princeton, N.J. with the goal of providing world-class clinical development services to its clients. This goal is accomplished by adhering to the founding principles of excellence, integrity and value. "
south_korea,CEMO,"CEMO is a key partner for all your clinical trials and can provide you dedicated adapted logistic solutions for national and international study. According to our clients, precision, professionalism and reliability are amongst CEMO's strongest features. These values are based on the expertise of our dedicated teams of doctors, biologists and logisticians who develop flexible and adapted solutions. "
south_korea,Medi Service,"Medi Service S.r.l. is a full-service Clinical Research Organisation (CRO) founded in 1991. Its main functions such as Clinical Operations, Finance and Business Development are located in Agrate Brianza (Milan).Medi Service is divided into different operative parts:the Phase I unitthe Clinical Research departmentthe Data Management groupMedi Service reached competences in many therapeutic areas and has great experience to carry out international and local clinical trials which foresee all phases of clinical development from Phase I to Phase IV and post-marketing, for more than twenty years. Its results are ensured by its skilled personnel and regular staff updated by trainings and courses. "
south_korea,Omnicare,"Count on us to handle the details, so you can focus on quality care.For post-acute or senior living residents who rely on your experienced staff to help manage their medications or do it themselves we offer cost-effective, best-in-class pharmacy services that are designed to support each unique member of your community. "
spain,Advanced Clinical Services LLC,"Advanced Clinical was founded in 1994 with a very simple goal: to provide staffing and consultation support for Chicagoland pharmaceutical companies. Our senior-level consultants successfully enhanced our clients’ resources for clinical research projects, and before long, a national, 120-year-old, $30B pharmaceutical company requested our services for innovative outsourcing solutions in data management. This event was the genesis of our first CRO service offering.Our evolution continued, and today we have global representation in over 50 countries. Advanced Clinical provides full-service CRO, FSP, Strategic Resourcing and Quality and Validation services. Our employees average 10 years of experience in the life sciences industry and are efficient at utilizing state-of-the-art tools and intelligence. "
spain,Anapharm,"Located in Barcelona (Spain) Anapharm Bioanalytics is a customer-focused bioanalytical contract research organization (CRO) supporting pharmaceutical development from early preclinical through late stage clinical research contributing to the approval of many new drugs around the world.Led by a team with over three decades of experience and a laboratory equipped with state—of-the-art technologies, , Anapharm Bioanalytics has become a world-class provider of high-quality bioanalytical services for the pharmaceutical, biopharmaceutical and generic industry worldwide.We believe people are the main asset of any company. That is why at Anapharm Bioanalytics we strive to create an exciting work environment and engage in intensive training of our staff so that you find highly skilled scientists to support your project.We also believe transparent and effective communication is key to success. Our clients benefit from direct contact with our Study Directors so as to ensure permanent updates on the progress of each project. We aim to become a trusted value partner and to constantly exceed sponsors’ expectations by providing reliable bioanalytical data in a timely manner. Our relationship with clients is essential to us; we want you to feel confident with our work! "
spain,Covance,"Covance Inc., a global contract research organization (CRO), is the world’s most comprehensive drug development company.Covance Inc., the drug development business of LabCorp®, is the world’s most comprehensive drug development company, dedicated to advancing healthcare and delivering Solutions Made Real®. Our unique perspectives, built from decades of scientific expertise and precision delivery of the largest volume of drug development data in the world, along with our innovative technology solutions, help our clients identify new approaches and anticipate tomorrow’s challenges as they evolve. Together with our clients, Covance transforms today’s healthcare challenges into tomorrow’s solutions. We also offer laboratory testing services to the chemical/agrochemical industries and are a market leader in toxicology services, central laboratory services, discovery services and a top global provider of Phase III clinical trial management services. "
spain,Helix3 Inc,"The Helix3 team has been consistently working together since 1994 developing new methods and conducting GLP studies for regulatory submissions.  We are committed to providing innovative solutions with an unmatched focus on quality, flexibility and attention to detail. "
spain,LSK Global PS,"Since March 2000, when LSK Global PS kicked off its business, LSK Global PS has established its position as a one-stop, full-service CRO encompassing all of the major areas of clinical research, i.e. registration trials from phase I to III, investigator-sponsored clinical studies, post-registration studies such as phase IV studies, PMS studies, observational studies, etc., and consulting services for new drug development. As of June 2018, we have conducted about 1027 clinical studies so far, including about 585 registration trials and about 124 global clinical studies. "
spain,Orbis Data Solutions,"Orbis Data Solutions, a specialized clinical consulting and contract staffing firm, provides Clinical Data Management and Biometric expertise to pharmaceutical, biotechnology and medical device companies nationwide. Orbis Data leverages its Biometrics and Clinical Operations expertise to provide flexible, client driven solutions which help mitigate risk and increase the probability of each clinical trial’s success.At Orbis Data Solutions we are engaged in Biometrics and Clinical Data Management all day, every day, which has facilitated our emergence as marketplace experts with candidates and clients alike. It is this commitment that enables us to understand the nature of a client engagement up-front and tailor the most effective and timely solution. Our specialized focus also empowers us to recognize projects that provide the right balance of stimulating experience and career advancement for our consultants.By identifying and representing top industry talent, Orbis Data Solutions helps companies achieve clinical success and further advance the frontier of medical innovation. "
sweden,Aastrom Research International,"Astrom Research International (ARI) is a CRO and specialised consultancy focusing exclusively on the Chinese market. We turn to Western companies in the Life Science sector intending to conduct clinical research or set up operations in China.The strength of ARI lies in the combination of vast experience within clinical trials management, an extensive local contact network and cultural insight. All parts necessary to perform clinical research in China.We operate through a network of high quality university hospitals in all major Chinese cities and work cooperatively with key regulatory authorities on both provincial and national level.ARI has concluded agreements with multiple major hospitals in China in specified areas of cooperation. These agreements cover areas such as International Clinical M/C Trials in Chinese hospitals, GCP Training of Investigators and site Monitors, and Organisation of Conferences and Seminars in EU, US and China. "
sweden,Accium Biosciences,"Accium BioSciences was established in May 2004 and is currently at the James Tower Life Sciences Building, located on the Swedish Medical Center Cherry Hill Campus. Accium provides reliable 14C/12C ratio measurement of clinical samples that support studies from drug development and medical research communities.Our AMS clinical applications include mass balance ADME, absolute bioavailability, metabolite profiling, and microtracing studies, which can be adjusted to the needs to our clients.Our AMS facility features a National Electrostatics Corporation 1.5 SDH-1 Pelletron Accelerator Mass Spectrometer that routinely operates with two ion sources of 40-sample and 134-sample capacities. The precision and accuracy of all sample measurements are 0.3%.Accium also provides expert HPLC chromatography, sample preparation, and method development services from our bioanalytical group. We also have an independent Quality Assurance Unit that offers sample tracking verification, chain-of-custody verification, auditing, training, archiving, and ancillary services within a GLP/GCP environment.Accium accepts clinical samples such as plasma, whole blood, urine, HPLC fractions, processed and unprocessed feces, homogenized tissue, and many other sample types. Fees are competitive and determined by the difficulty of analysis. Overall, Accium sets the industry standard for AMS analysis of clinical Samples through better turnaround time, quality of service, and customer flexibility and satisfaction. "
sweden,Astrom Research International,"Astrom Research International (ARI) is a CRO and specialised consultancy focusing exclusively on the Chinese market. We turn to Western companies in the Life Science sector intending to conduct clinical research or set up operations in China.The strength of ARI lies in the combination of vast experience within clinical trials management, an extensive local contact network and cultural insight. All parts necessary to perform clinical research in China.We operate through a network of high quality university hospitals in all major Chinese cities and work cooperatively with key regulatory authorities on both provincial and national level.ARI has concluded agreements with multiple major hospitals in China in specified areas of cooperation. These agreements cover areas such as International Clinical M/C Trials in Chinese hospitals, GCP Training of Investigators and site Monitors, and Organisation of Conferences and Seminars in EU, US and China. "
sweden,Biometrix,"Thank you for visiting our website, and for your interest in learning more about our company.Biometrix was founded in 1994, with the goal of providing high quality instrumentation services at a reasonable price to the biotechnology, pharmaceutical and medical devices industries of New England.Over the years we have expanded the depth and range of our expertise so that we can provide our customers with a more comprehensive service offering. Our capabilities include:On-site calibrationCalibration master plan consultingCalibration turnkey program creation and implementationCalibration staffingCommissioningValidationAutoclave cycle development consultingUser requirements specifications consultingValidation staffingWe've also expanded our geographic reach, as we now service small and large calibration and validation projects throughout North America. And for the launching of major biopharmaceutical manufacturing facilities, our commissioning team is able to travel throughout the United States and internationally. We take great pride in providing high quality equipment and systems services for the FDA-regulated environment. We understand how to provide calibration, validation and commissioning in a manner compliant with GMP and your internal quality guidelines "
sweden,Jai Research Foundation (JRF Global),"JRF Global offers comprehensive non clinical GLP research services for regulatory submissions, worldwide.We offer fast, transparent, cost-effective, and hassle-free services in Toxicology, Eco-toxicology, Chemistry, Environmental Fate and Metabolism, and other regulatory testing requirements. Our experienced and knowledgeable scientists have worked with pharmaceutical and biopharmaceutical, agrochemical, specialty chemical, industrial biotech, biocidal, cosmetic, and veterinary products. With locations in India, USA, UK, and Japan, we are the obvious partner-of-choice of over 600 companies for non clinical safety data generation.JRF Global offers integrated services for evaluating products for their chemical properties, eco-toxicological and environmental fate, and mammalian safety. In addition, we also provide regulatory guidance to minimise the testing time and efforts. "
sweden,Nextar Chempharma Solutions,"Nextar Chempharma Solutions Ltd. Is an outsourcing company providing fully integrated contract drug development and manufacturing services. By combining formulation and analytical testing with GMP manufacturing and packing for clinical trials, Nextar offers a seamless support package. We brought together industry's leading scientists and highly-reputable  R&D and production teams to support our customers with strong expertise in cutting edge technologies. Our professional and experienced team is focused on two major principles: Quality of work and Cost effectiveness. "
switzerland,AGINKO Research AG,"AGINKO's mission is to provide the best quality pre-clinical laboratory services and clinical trial management to our clients in the pharmaceutical, biotechnological and medical device industries. This mission is achieved through our commitment to customer service and scientific quality.We employ a team of experienced musculoskeletal experts who offer you a professional help of unprecedented level to guide your orthopedic products or compounds through the pre-clinical regulatory and clinical process quickly and successfully. "
switzerland,Appletree,"Appletree CI Group the reference CSOWith headquarters in Switzerland and local presence in 11 European countries, we are able to perform clinical research throughout Europe with our own staff, and offer regulatory services worldwide. Our experienced team originating from more than 10 countries has extensive language competence and cultural literacy.With Appletree CI Group you get Swiss quality and global reach. "
switzerland,Biometrix,"Thank you for visiting our website, and for your interest in learning more about our company.Biometrix was founded in 1994, with the goal of providing high quality instrumentation services at a reasonable price to the biotechnology, pharmaceutical and medical devices industries of New England.Over the years we have expanded the depth and range of our expertise so that we can provide our customers with a more comprehensive service offering. Our capabilities include:On-site calibrationCalibration master plan consultingCalibration turnkey program creation and implementationCalibration staffingCommissioningValidationAutoclave cycle development consultingUser requirements specifications consultingValidation staffingWe've also expanded our geographic reach, as we now service small and large calibration and validation projects throughout North America. And for the launching of major biopharmaceutical manufacturing facilities, our commissioning team is able to travel throughout the United States and internationally. We take great pride in providing high quality equipment and systems services for the FDA-regulated environment. We understand how to provide calibration, validation and commissioning in a manner compliant with GMP and your internal quality guidelines "
switzerland,BioPharma Services Inc,"BioPharma Services was founded by two surgeons dedicated to advancing medical science to improve the life and spirit of their patients. With this same dedication and vision in mind, these physicians brought life to BioPharma.Through each success, and even some failures, the perpetual drive to make BioPharma great has been determined by the will and dedication of our people. The will to empower their colleagues, friends and teammates to excel in all facets of clinical research and inspire performance to achieve greatness.It is with this same culture and brand of excellence that we welcome our clients. To experience the team community that has propelled us into a global leader in medical research, to be a client-focused partner, where people and patients matter.Again, we invite you to come and meet our people. Our people who have learned that success is better achieved and celebrated as a team than as an individual. "
switzerland,Celerion,"Celerion, a leader in early clinical research, delivers Applied Translational Medicine.In Applied Translational Medicine, Celerion applies our expertise and experience to translating information gained in research discoveries, to knowledge of drug action and effect in humans to support early drug development decisions and the clinical pharmacology labeling of new medicines.The name Celerion is derived from the Latin celeritas meaning swiftness and speed. Our name reflects our founding principle – to help our clients get their products to the market faster.Celerion’s focus is on the implementation of innovative strategies to generate key data very early to enable go/no-go decisions in drug development. With a large clinical capacity of more than 600 beds (24 in-hospital), efficient bioanalytical laboratories and experienced scientific staff, Celerion offers one of the most experienced clinical pharmacology research networks in the industry. "
switzerland,CEMO,"CEMO is a key partner for all your clinical trials and can provide you dedicated adapted logistic solutions for national and international study. According to our clients, precision, professionalism and reliability are amongst CEMO's strongest features. These values are based on the expertise of our dedicated teams of doctors, biologists and logisticians who develop flexible and adapted solutions. "
switzerland,Certus International,"Certus' mission is to provide outstanding quality and high value clinical trial management, monitoring, data management, regulatory, biostatistical, writing and imaging core lab services within the pharmaceutical, medical device, imaging (MRI, CT, X-ray, PET, Ultrasound) , PET Biomarkers, nutraceuticals and related industries; and to be flexible and responsive in meeting our clients' needs; and produce measurable results.Certus' vision is to center our unified contract research organization and imaging core lab via a strong, positive presence in research that impacts the world’s communities. By being open and responsive to change, we aim to provide high quality services to the industry, while promoting ethical values shared among employees, creating a sound, evolving organization, and producing results that meet or go above and beyond our customers’ expectations. "
taiwan,Clinipace,"A global, full-service contract research organization.We take your trials personally.At Clinipace, it’s personal for the life of your trial. We take pride in building strong relationships and doing what it takes to deliver clinical development services and solutions that successfully move your drug candidate from bench to bedside.But, we don’t just guide you through your clinical development program; we do it with a CHALLENGE ACCEPTED approach. With us, you get a team that works harder. Not only are we committed to conducting regulatory and clinical development programs to the highest levels of quality and efficiency, but we strive to improve the way clinical research is performed and to advance the future of health care with our personal approach and cutting-edge technology.We are fully invested in the outcomes of your trials. Not only do we provide resources and expertise when you need them, but we bring experience with us too — and experience makes all the difference when you are facing tough decisions. "
taiwan,EAG Laboratories,"Leveraging Science and Engineering to Accelerate InnovationWhen it comes to understanding the physical structure, chemical properties and performance of advanced materials and integrated circuitry, no other scientific services company offers the breadth of experience, diversity of analytical techniques or technical ingenuity of EAG Laboratories. We deliver multi-disciplinary, problem-solving expertise to help our customers accelerate innovation, ensure quality and safety, and protect intellectual property.The world is experiencing a powerful and rapid convergence of science, technology and commerce. Great scientific minds are driving awe-inspiring commercial initiatives, and companies around the globe are seeking the insight and competitive advantage that advanced science can provide. EAG is at the forefront of this revolution–one that is changing the way products are developed, designed, manufactured and used by millions of people around the planet.Whether you are seeking to speed time-to-market, solve manufacturing problems or ensure regulatory compliance, turn to EAG. We know how to bring the power of science to every phase of your product lifecycle. "
taiwan,Omnicare,"Count on us to handle the details, so you can focus on quality care.For post-acute or senior living residents who rely on your experienced staff to help manage their medications or do it themselves we offer cost-effective, best-in-class pharmacy services that are designed to support each unique member of your community. "
taiwan,Premier Research,"Today’s highly innovative biotech and specialty pharma companies are doing incredible things. It’s amazing science, and we’ve positioned ourselves right in the middle of the action, targeting the therapeutic areas where these pioneers are doing the most exciting work. "
taiwan,Research Dynamics,"Research Dynamics was founded in 1993 by Lorraine D. Ellis, MS, MBA. We have been providing clinical research services and training to the industry for over 20 years.Our staff of clinical research professionals is dedicated to providing the best in clinical services at the highest value.We are proud to be a 100% woman owned business. We are currently in the process of obtaining our woman-owned business certification. We are also a member of the Women Presidents Organization. "
taiwan,Sermon CRO,"We are an independent, private company providing high quality clinical trial monitoring services in the South-Eastern Europe region. The rapidly growing demand for clinical trial services in the region is to a great extent due to the quality of the clinical data acquired, large patient pool and highly qualified investigators. Sermon CRO is proud to contribute to this expansion Sermon CRO is an independent, private company providing high quality clinical trial monitoring services in South Eastern Europe. Established in 2004, Sermon CRO offers services in Phase I – IV clinical trials and operates in different therapeutic areas in five countries in the region. We complement the growth of our activities with carefully planned strategic development and quality assurance methodology . Our main office in Zagreb and country office in Belgrade provide quick and simple access to a large number of investigators with years of experience in good clinical practice and in different indication areas.Owing to the years of cooperation with experienced investigators and leading experts, our CRAs select top clinical trial sites and assist the sites in securing the agreed number of subjects, with a high quality of data.We have a long-standing cooperation with regulatory authorities, medical institutions and other key partners. We use our in-depth knowledge of professional standards and local particularities to provide services of regulatory submission, initiation and monitoring patient recruitment in clinical trials.We are dedicated to:Maintaining long term cooperation and support of investigational sitesWorking in line with ICH-GCP standards and local regulationAchieving business goals set by SponsorProviding continuous training for our personnel "
taiwan,Westat,"Westat began as a visionary startup in 1963. Now, 50+ years later with 1,900 employees, we continue to pioneer new ways to support the changing needs of clients. Our unique collaborative culture enables us to create dynamic multifaceted teams with broad experience across a wide range of topics "
thailand,Aclires,"ACLIRES International Ltd. is a full-service specialty CRO with GCP-certified clinical units in Thailand and Latin America. ACLIRES primary CRO services consist of medical writing, regulatory support, project management and patient recruitment, conduct of First in Human, Phase I /II studies, site selection and site management for Phase III studies, monitoring, and clinical expert networks. ACLIRES maintains extensive patient databases providing access to special patient populations and treatment-naïve patients. ACLIRES studies and its related services are GCP-certified and fully compliant with international drug development standards and US Food and Drug Administration (FDA) and International Conference on Harmonisation (ICH) guidelines for Good Clinical Practice (GCP). The company has special expertise in infectious diseases, metabolic disorders, cardiovascular disease, oncology and CNS disorders. "
thailand,Asia Global Research (AGR),"AGR is a subsidiary of Bumrungrad International Hospital Public Company Limited (SET:BH), based in Bangkok, Thailand. Through its CRO and SMO business segments, the company offers a broad range of Phase I to IV clinical trials and staffing. AGR will help establish clinical trial in Southeast Asia, with its diverse patient populations, as an ideal location for rigorous, insightful and cost-effective outsourcing clinical research.AGR’s trial management capabilities include establishing and monitoring trials in Thailand.The Clinical Research Organization (CRO) is staffed with research professionals who possess many years of experience managing clinical trials in the global environment. This highly trained group is fully capable of managing complete development programs or any individual service required by a sponsor.The Site Management Organization (SMO) is made up of personnel who use their years of experience in conducting site studies for the international pharmaceutical industry. This staff evaluates and recruits hospital and clinics which meet the ICH-GCP standards required for producing rapid enrolment and quality data. "
thailand,Covance,"Covance Inc., a global contract research organization (CRO), is the world’s most comprehensive drug development company.Covance Inc., the drug development business of LabCorp®, is the world’s most comprehensive drug development company, dedicated to advancing healthcare and delivering Solutions Made Real®. Our unique perspectives, built from decades of scientific expertise and precision delivery of the largest volume of drug development data in the world, along with our innovative technology solutions, help our clients identify new approaches and anticipate tomorrow’s challenges as they evolve. Together with our clients, Covance transforms today’s healthcare challenges into tomorrow’s solutions. We also offer laboratory testing services to the chemical/agrochemical industries and are a market leader in toxicology services, central laboratory services, discovery services and a top global provider of Phase III clinical trial management services. "
thailand,Omnicare,"Count on us to handle the details, so you can focus on quality care.For post-acute or senior living residents who rely on your experienced staff to help manage their medications or do it themselves we offer cost-effective, best-in-class pharmacy services that are designed to support each unique member of your community. "
thailand,Theradex,"Theradex was founded in 1982 with the award of the Clinical Trials Monitoring Service contract for the National Cancer Institute (NCI) in the United States. The Clinical Trial Monitoring Service provides central data management and monitoring services for early phase cancer trials sponsored by the NCI. In 2014, the services expanded to support trials conducted under the NCI Experimental Therapeutics Clinical Trials Network (ETCTN). Theradex’s support of NCI programs also includes audits of NCI-supported cancer center programs participating in NCI sponsored clinical trials.Theradex’s early collaboration with NCI led to an expansion of services to pharmaceutical industry sponsored oncology clinical trials. Theradex has always recognized that each sponsor requires a personalized approach to meet their drug development and business needs. This commitment to service has supported Theradex’s growth which has been primarily driven by referrals. The continued focus on personalized service has been Theradex’s approach to business development.With the expansion of services to support our varied client base, the Theradex (Europe) Ltd office opened in 1992 enabling the company to expand services to Europe. Since 1992 Theradex has provided global services through partner relationships in other geographic regions including Asia.Theradex has continued to expand our capabilities by introducing efficiencies to the clinical trial process through integrated systems and expanding our expertise as personalized medicine becomes a reality.Theradex history has spanned over three decades from the early days of clinical trials with limited advances in oncology to the more rapid advances of today where pathways and patient genetic profiles are driving a targeted approach to treatment and research efforts.Our strong interest in the science of new therapeutic approaches has led Theradex to evolve with the advancements in cancer treatment. Theradex remains committed to the science of cancer research and our clients who continue to drive the advances in treatment options for cancer patients. "
turkey,Covance,"Covance Inc., a global contract research organization (CRO), is the world’s most comprehensive drug development company.Covance Inc., the drug development business of LabCorp®, is the world’s most comprehensive drug development company, dedicated to advancing healthcare and delivering Solutions Made Real®. Our unique perspectives, built from decades of scientific expertise and precision delivery of the largest volume of drug development data in the world, along with our innovative technology solutions, help our clients identify new approaches and anticipate tomorrow’s challenges as they evolve. Together with our clients, Covance transforms today’s healthcare challenges into tomorrow’s solutions. We also offer laboratory testing services to the chemical/agrochemical industries and are a market leader in toxicology services, central laboratory services, discovery services and a top global provider of Phase III clinical trial management services. "
turkey,"KRI, Inc. (Kansai Research Institute)","In contract research area, KRI provides solutions to technology problems in a wide range of areas including electric materials, nanomaterials, energy conversion technology and environmental conservation technology. KRI is putting forward a variety of combinations involving material technology which includes inorganic materials, polymer materials besides hybrid materials, device technology, in addition to biotechnology which processes microorganisms, property evaluation, and detection technology. KRI is also aggressively promoting novel R&D technology plans building on the KRI's own original technologies. "
turkey,MicroConstants,"MicroConstants Overview: We are a GLP-compliant Contract Research Organization focused on performing bioanalysis, drug metabolism, and pharmacokinetic analysis in support of new therapeutic development programs. We specialize in method development, validation, and sample analysis for small molecules and macromolecules using LC/MS/MS, HPLC/UV, and immunoassay techniques. "
turkey,MTZ Clinical Research,"MTZ Clinical Research Unit focuses on phase I, early clinical  development, bioequivalence and phase III studies. "
ukraine,Biometrix,"Thank you for visiting our website, and for your interest in learning more about our company.Biometrix was founded in 1994, with the goal of providing high quality instrumentation services at a reasonable price to the biotechnology, pharmaceutical and medical devices industries of New England.Over the years we have expanded the depth and range of our expertise so that we can provide our customers with a more comprehensive service offering. Our capabilities include:On-site calibrationCalibration master plan consultingCalibration turnkey program creation and implementationCalibration staffingCommissioningValidationAutoclave cycle development consultingUser requirements specifications consultingValidation staffingWe've also expanded our geographic reach, as we now service small and large calibration and validation projects throughout North America. And for the launching of major biopharmaceutical manufacturing facilities, our commissioning team is able to travel throughout the United States and internationally. We take great pride in providing high quality equipment and systems services for the FDA-regulated environment. We understand how to provide calibration, validation and commissioning in a manner compliant with GMP and your internal quality guidelines "
ukraine,Covance,"Covance Inc., a global contract research organization (CRO), is the world’s most comprehensive drug development company.Covance Inc., the drug development business of LabCorp®, is the world’s most comprehensive drug development company, dedicated to advancing healthcare and delivering Solutions Made Real®. Our unique perspectives, built from decades of scientific expertise and precision delivery of the largest volume of drug development data in the world, along with our innovative technology solutions, help our clients identify new approaches and anticipate tomorrow’s challenges as they evolve. Together with our clients, Covance transforms today’s healthcare challenges into tomorrow’s solutions. We also offer laboratory testing services to the chemical/agrochemical industries and are a market leader in toxicology services, central laboratory services, discovery services and a top global provider of Phase III clinical trial management services. "
ukraine,Cropha CRO,"CROPHA is an innovative and unique Contract Research Organization (CRO) geared to raising the quality and investment value of Clinical Research Associates (CRAs) for the benefit of pharmaceutical and biotechnology companies and other CROs. Crown CRO provides services in the pharmaceutical, biotechnology, functional food and medical device sectors, as well as to other contract research organizations. Our services also cover quality assurance, pharmacovigilance, regulatory, and translation services. "
ukraine,Helix3 Inc,"The Helix3 team has been consistently working together since 1994 developing new methods and conducting GLP studies for regulatory submissions.  We are committed to providing innovative solutions with an unmatched focus on quality, flexibility and attention to detail. "
ukraine,MakroCare,"MakroCare is expert strategic development and commercialization global partner for pharmaceutical, biotechnology and medical device industries. Our experience, programs and processes bring a new dimension to development strategy, regulatory/risk planning & management, clinical research, medical/scientific support and emerging region expansion. "
ukraine,Medelis,Medelis is a full service oncology clinical research company. We provide sponsors with a highly-skilled and proactive oncology clinical trial management team to design and manage phase I through phase III oncology trials in North America and Europe. 
united_arab_emirates,AXON Medica,"axon MEDICA – The Healers; connecting needy patients to the compassionate professionals.Every visitor, guest and patient to axon MEDICA is an opportunity to the team to exhibit it’s core strength; the genuine patient-centric service. We are committed in delivering the best-in-class of healthcare services.axon MEDICA is the healthcare vertical of Health World Investments LLC. Health World is a new and growing organization that sets to make a mark in the field of healthcare. Health World has signed an MOU with a leading healthcare provider to start medical centres, clinics, pharmacies, diagnostic centres and labs in Dubai. Based in Dubai, United Arab Emirates, Health World is a part of Study World Group. "
united_arab_emirates,Promedica International,"With a track record of more than three decades working with industry leaders, mid-size and start–up companies, Promedica International (PMI) can support your clinical research projects with a wide range of specialized clinical study services, including:Clinical study design, management and monitoring for pre- and post-market studiesClinical data management and analysis services for pre- and post-market studiesMedical writingAuditing and training for GCPProduct development and Product commercializationWhether you contract Promedica for all or part of your project, you will work with a senior level team of research specialists who are experienced in project management, data management, and clinical services. Our project teams are carefully assembled to match your project requirements and organizational structure, and we form a partnership with you to conduct research that meets your specific goals and objectives.Our focus is to deliver professional quality work in an efficient manner so you can achieve your goals faster. From strategic planning through the market introduction process, Promedica International provides the people, processes and performance to facilitate the successful completion of your research project. "
uruguay,Activa Cro,"Activa Cro is a Regional Contract Research Organization operating in Latin America (South American Cro), that provides clinical research services to the pharmaceutical , biotechnology and medical device/diagnostic industry in Argentina, Brazil, Chile, Colombia, México, Panama, Perú, Ecuador and Uruguay. "
uruguay,Ethica Clinical,"Ethica CRO Inc. is a full-service Contract Research Organization (CRO) that conducts and manages ethical clinical research on drugs, biologics, medical devices and natural health products. "
uruguay,Venn Life Sciences,"Venn Life Sciences is an Integrated Drug Development Partner offering a unique combination of drug development expertise, clinical trial design and execution services. This enables us to create, plan and execute drug and medical device development programs effectively and seamlessly for our clients. We have dedicated operations in Ireland, France, Germany, the Netherlands, the UK, the US, and Europe-wide representation.We have teams across both early and late phase research. Our late phase teams specialise in multi-site cross cultural clinical trials with unique knowledge of local and EU regulations. Over our 25 year history we have built up substantial therapeutic and study experience, contributing to the efficient management of sites, budgets and communication channels with all parties involved. Venn is renowned for its hands-on approach and consistent delivery of high quality work on time and on budget. "
usa,A10 Clinical Solutions,"A10 Clinical Solutions (A10) helps its clients get their life-saving, innovative, investigational new drugs to market faster and safer by the quality management of critical clinical trials.A10 is known for its outstanding thought-leadership and is one of only a handful of certified woman and minority owned firms that provide clinical trials services. A10 supports functional outsourcing for Phase I – IV clinical trials that contribute to the FDA approval of therapeutic products for global biotech and pharmaceutical clients and studies conducted by government agencies and academic medical centers. "
usa,Aagami,"Aagami, Inc. is a life sciences consulting firm based in the suburbs of Chicago which offers,Strategic Consulting ServicesBusiness Development support in regions where you are unable to reach out due to bandwidthTechnology Licensing ServicesBusiness Research & Market Intelligence ServicesFor Global companies inPharmaBiotechMedical Devices & TechnologyConsumer HealthcareCROs, CDMOs, & AcademiaAagami brings,Deep Experience of overcoming business and socio-cultural differences of various countriesExtensive ‘C’ level network nurtured for over 15 yearsGlobal Deal making skills, honed for decadesPartners having combined experience of 250+ yearsSupplementing your bandwidth to save time, effort & cost "
usa,Absorption Systems,"Our mission is to continually develop innovative research tools that can be used to accurately predict human outcomes or to explain unanticipated human outcomes when they occur.Absorption Systems was Established in 1996Absorption Systems develops and implements research tools that allow our customers to better predict human outcomes. We have locations in Exton, Pennsylvania, San Diego, California, Medford, Massachusetts and Panama City, Panama. We work with a wide variety of customers in the pharmaceutical and biotech industry, including small virtual pharma companies, large pharma companies with weekly programs, and specialty CROs looking for services that complement their own offerings. Our flexibility allows us to adapt to the needs of each customer.We believe that projects should be viewed as a collaboration, which allows us to work with you to design studies and develop custom models when necessary. This collaborative approach has resulted in the generation of several innovative models to aid in drug discovery and development, through working partnerships within the industry and with regulatory agencies. "
usa,Accelerated Enrollment Solutions,"AES owns a proprietary database containing fully identified patient data. And we own a global site conduct organization. Put them together and you get a unique solution for global patient delivery that offers certainty of budget, time, speed, and quality. "
usa,Accell Clinical Research,"We are a full-service clinical CRO with a relentless mission to complete your clinical trial on time. Backed by our strong operational strategy and leadership, a devoted team of medical professionals in each country and connections to prominent medical institutions, your clinical study will be in good, caring hands. "
